race_Total:,race_White alone,race_Black or African American alone,race_American Indian and Alaska Native alone,race_Asian alone,race_Native Hawaiian and Other Pacific Islander alone,race_Some Other Race alone,race_Two or More Races,education_Total:,education_Less than 9th grade,"education_9th to 12th grade, no diploma",education_High school graduate (includes equivalency),"education_Some college, no degree",education_Associate's degree,education_Bachelor's degree,education_Graduate or professional degree,poverty_Total:,poverty_Income in the past 12 months below poverty level:,poverty_Married-couple family,poverty_below_married-couple,poverty_below_other_families,poverty_below_male,poverty_below_female,poverty_above_married-couple,poverty_above_other_families,poverty_above_male,poverty_above_female,income_Total:,"income_Less than $20,000","income_$20,000 to $39,999","income_$40,000 to $59,999","income_$60,000 to $99,999","income_$100,000 to $149,999","income_$150,000 to $199,999","income_$200,000 or more",private_Total:,private_With private health insurance,private_No private health insurance,coverage_Total:,coverage_With public coverage,coverage_No public coverage,age_Total:,age_Under 18 years,age_18 to 24 years,age_25 to 34 years,age_35 to 44 years,age_45 to 54 years,age_55 to 64 years,age_65 years and over
340110990,203349963,41115988,3433243,21333453,652181,25282912,44943250,235910719,10908872,12868166,60698932,43653533,20848519,52233014,34699683,84966539,7231051,2817431,4413620,821707,3591913,77735488,59162653,18572835,6091391,12481444,132737146,14798144,16912130,17393902,28999579,23570258,12831982,18231151,335190522,225157549,110032973,335190522,123442663,211747859,340110990,72929312,31270959,46198405,45956885,40822885,41687261,61245283
