State Abbreviation,State Name,Reporting Period,Original or Updated,Beneficiaries with a Renewal Initiated,Beneficiaries with a Renewal Initiated - footnotes,Beneficiaries with a Renewal Due,Beneficiaries with a Renewal Due - footnotes,Beneficiaries Whose Coverage Was Renewed (Total),Beneficiaries Whose Coverage Was Renewed (Total) - footnotes,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis - footnotes,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form - footnotes,Beneficiaries Disenrolled at Renewal (Total),Beneficiaries Disenrolled at Renewal (Total) - footnotes,Beneficiaries Determined Ineligible at Renewal,Beneficiaries Determined Ineligible at Renewal - footnotes,Beneficiaries Disenrolled for Procedural Reasons at Renewal,Beneficiaries Disenrolled for Procedural Reasons at Renewal - footnotes,Beneficiaries with a Pending Renewal,Beneficiaries with a Pending Renewal - footnotes
NE,Nebraska,202507,U,,,30984,,24228,,15275,,8953,,6522,,2724,,3798,,234,
NE,Nebraska,202508,O,27916,,30149,,19983,,14635,,5348,,4948,,2361,,2587,,5218,
NE,Nebraska,202509,O,27408,,29507,,21543,,18934,,2609,,5866,,2771,,3095,,2098,
NE,Nebraska,202510,O,25168,,29538,,20981,,18245,,2736,,6017,,2751,,3266,,2540,
NE,Nebraska,202511,O,21274,,28139,,19533,,17182,,2351,,5497,,2664,,2833,,3109,
NH,New Hampshire,202303,O,23352,,16599,,10473,,7150,,3323,,5854,,934,,4920,,272,
NH,New Hampshire,202303,U,,,16599,,10677,,7150,,3527,,5922,,970,,4952,,0,
NH,New Hampshire,202304,O,23236,,23352,,11093,,7370,,3723,,11258,,2523,,8735,,1001,
NH,New Hampshire,202304,U,,,23352,,11666,,7370,,4296,,11686,,2711,,8975,,0,
NH,New Hampshire,202305,O,16154,,23236,,8331,,4136,,4195,,14231,,3772,,10459,,674,
NH,New Hampshire,202305,U,,,23236,,8738,,4136,,4602,,14498,,3921,,10577,,0,
NH,New Hampshire,202306,O,15535,,16154,,7586,,4880,,2706,,8355,,1118,,7237,,213,
NH,New Hampshire,202306,U,,,16154,,7738,,4880,,2858,,8416,,1140,,7276,,0,
NH,New Hampshire,202307,O,18497,,15535,,7815,,5082,,2733,,7056,,1031,,6025,,664,
NH,New Hampshire,202307,U,,,15535,,8247,,5082,,3165,,7288,,1116,,6172,,0,
NH,New Hampshire,202308,O,14323,,18497,,10029,,7789,,2240,,6947,,711,,6236,,1521,
NH,New Hampshire,202308,U,,,18497,,10971,,7789,,3182,,7526,,894,,6632,,0,
NH,New Hampshire,202309,O,14920,,14323,,10255,,7907,,2348,,2729,State Held Some or All Procedural and/or Other Terminations for the Report Month,529,,2200,State Held Some or All Procedural and/or Other Terminations for the Report Month,1339,
NH,New Hampshire,202309,U,,,14323,,11057,,7907,,3150,,3266,,703,,2563,,0,
NH,New Hampshire,202310,O,12279,,14920,,10914,,8943,,1971,,3037,State Held Some or All Procedural and/or Other Terminations for the Report Month,605,,2432,State Held Some or All Procedural and/or Other Terminations for the Report Month,969,
NH,New Hampshire,202310,U,,,14920,,11514,,8943,,2571,,3403,,755,,2648,,3,
NH,New Hampshire,202311,O,12274,,12279,,10249,,9034,,1215,,1478,State Held Some or All Procedural and/or Other Terminations for the Report Month,339,,1139,State Held Some or All Procedural and/or Other Terminations for the Report Month,552,
NH,New Hampshire,202311,U,,,12279,,10619,,9034,,1585,,1641,,405,,1236,,19,
NH,New Hampshire,202312,O,8924,,12274,,10273,,9269,,1004,,1406,State Held Some or All Procedural and/or Other Terminations for the Report Month,287,,1119,State Held Some or All Procedural and/or Other Terminations for the Report Month,595,
NH,New Hampshire,202312,U,,,12274,,10698,,9269,,1429,,1575,,352,,1223,,1,
NH,New Hampshire,202401,O,8862,,8924,,8109,,7250,,859,,518,State Held Some or All Procedural and/or Other Terminations for the Report Month,113,,405,State Held Some or All Procedural and/or Other Terminations for the Report Month,297,
NH,New Hampshire,202401,U,,,8924,,8301,,7250,,1051,,623,,151,,472,,0,
NH,New Hampshire,202402,O,10738,,8862,,8019,,7032,,987,,717,State Held Some or All Procedural and/or Other Terminations for the Report Month,121,,596,State Held Some or All Procedural and/or Other Terminations for the Report Month,126,
NH,New Hampshire,202402,U,,,8862,,8101,,7032,,1069,,761,,129,,632,,0,
NH,New Hampshire,202403,O,10257,,10738,,9750,,8427,,1323,,895,State Held Some or All Procedural and/or Other Terminations for the Report Month,169,,726,State Held Some or All Procedural and/or Other Terminations for the Report Month,93,
NH,New Hampshire,202403,U,,,10738,,9816,,8427,,1389,,921,,176,,745,,1,
NH,New Hampshire,202404,O,10803,,10257,,9183,,7774,,1409,,991,State Held Some or All Procedural and/or Other Terminations for the Report Month,185,,806,State Held Some or All Procedural and/or Other Terminations for the Report Month,83,
NH,New Hampshire,202404,U,,,10257,,9245,,7774,,1471,,1012,,193,,819,,0,
NH,New Hampshire,202405,O,10319,,10803,,9326,,8335,,991,,1105,State Held Some or All Procedural and/or Other Terminations for the Report Month,190,,915,State Held Some or All Procedural and/or Other Terminations for the Report Month,372,
NH,New Hampshire,202405,U,,,10803,,9542,,8335,,1207,,1259,,250,,1009,,2,
NH,New Hampshire,202406,O,10545,,10319,,9019,,8210,,809,,921,State Held Some or All Procedural and/or Other Terminations for the Report Month,127,,794,State Held Some or All Procedural and/or Other Terminations for the Report Month,379,
NH,New Hampshire,202406,U,,,10319,,9265,,8210,,1055,,1050,,176,,874,,4,
NH,New Hampshire,202407,O,12395,,10545,,9177,,8325,,852,,991,State Held Some or All Procedural and/or Other Terminations for the Report Month,144,,847,State Held Some or All Procedural and/or Other Terminations for the Report Month,377,
NH,New Hampshire,202407,U,,,10545,,9399,,8325,,1074,,1145,,195,,950,,1,
NH,New Hampshire,202408,O,12284,,12395,,10537,,9602,,935,,1312,State Held Some or All Procedural and/or Other Terminations for the Report Month,173,,1139,State Held Some or All Procedural and/or Other Terminations for the Report Month,546,
NH,New Hampshire,202408,U,,,12395,,10860,,9602,,1258,,1517,,253,,1264,,18,
NH,New Hampshire,202409,O,13563,,12284,,11007,,10463,,544,,846,State Held Some or All Procedural and/or Other Terminations for the Report Month,129,,717,State Held Some or All Procedural and/or Other Terminations for the Report Month,431,
NH,New Hampshire,202409,U,,,12284,,11271,,10463,,808,,1009,,185,,824,,4,
NH,New Hampshire,202410,O,13318,,13563,,12041,,11403,,638,,1109,State Held Some or All Procedural and/or Other Terminations for the Report Month,205,,904,State Held Some or All Procedural and/or Other Terminations for the Report Month,413,
NH,New Hampshire,202410,U,,,13563,,12282,,11403,,879,,1280,,268,,1012,,1,
NH,New Hampshire,202411,O,12561,,13318,,11572,,11068,,504,,1242,State Held Some or All Procedural and/or Other Terminations for the Report Month,163,,1079,State Held Some or All Procedural and/or Other Terminations for the Report Month,504,
NH,New Hampshire,202411,U,,,13318,,11835,,11068,,767,,1439,,237,,1202,,44,
NH,New Hampshire,202412,O,10855,,12561,,11093,,10599,,494,,967,State Held Some or All Procedural and/or Other Terminations for the Report Month,146,,821,State Held Some or All Procedural and/or Other Terminations for the Report Month,501,
NH,New Hampshire,202412,U,,,12561,,11348,,10599,,749,,1181,,220,,961,,32,
NH,New Hampshire,202501,O,10796,,10855,,9683,,9192,,491,,710,State Held Some or All Procedural and/or Other Terminations for the Report Month,119,,591,State Held Some or All Procedural and/or Other Terminations for the Report Month,462,
NH,New Hampshire,202501,U,,,10855,,9946,,9192,,754,,897,,198,,699,,12,
NH,New Hampshire,202502,O,11547,,10796,,9194,,8303,,891,,1138,State Held Some or All Procedural and/or Other Terminations for the Report Month,150,,988,State Held Some or All Procedural and/or Other Terminations for the Report Month,464,
NH,New Hampshire,202502,U,,,10796,,9461,,8303,,1158,,1325,,209,,1116,,10,
NH,New Hampshire,202503,O,11395,,11547,,9868,,8942,,926,,1167,State Held Some or All Procedural and/or Other Terminations for the Report Month,175,,992,State Held Some or All Procedural and/or Other Terminations for the Report Month,512,
NH,New Hampshire,202503,U,,,11546,,10169,,8942,,1227,,1363,,238,,1125,,14,
NH,New Hampshire,202504,O,10959,,11395,,9446,,8432,,1014,,1405,State Held Some or All Procedural and/or Other Terminations for the Report Month,220,,1185,State Held Some or All Procedural and/or Other Terminations for the Report Month,544,
NH,New Hampshire,202504,U,,,11395,,9803,,8432,,1371,,1590,,296,,1294,,2,
NH,New Hampshire,202505,O,10672,,10959,,9156,,8020,,1136,,1271,State Held Some or All Procedural and/or Other Terminations for the Report Month,231,,1040,State Held Some or All Procedural and/or Other Terminations for the Report Month,532,
NH,New Hampshire,202505,U,,,10959,,9506,,8020,,1486,,1453,,309,,1144,,0,
NH,New Hampshire,202506,O,10720,,10672,,9104,,8122,,982,,1289,State Held Some or All Procedural and/or Other Terminations for the Report Month,225,,1064,State Held Some or All Procedural and/or Other Terminations for the Report Month,279,
NH,New Hampshire,202506,U,,,10672,,9272,,8122,,1150,,1400,,265,,1135,,0,
NH,New Hampshire,202507,O,11944,,10720,,6530,,2667,,3863,,3752,State Held Some or All Procedural and/or Other Terminations for the Report Month,567,,3185,State Held Some or All Procedural and/or Other Terminations for the Report Month,438,
NH,New Hampshire,202507,U,,,10720,,6816,,2667,,4149,,3904,,642,,3262,,0,
NH,New Hampshire,202508,O,12329,,11944,,6970,,3437,,3533,,4095,State Held Some or All Procedural and/or Other Terminations for the Report Month,549,,3546,State Held Some or All Procedural and/or Other Terminations for the Report Month,879,
NH,New Hampshire,202509,O,13797,,12329,,7445,,3305,,4140,,3838,State Held Some or All Procedural and/or Other Terminations for the Report Month,573,,3265,State Held Some or All Procedural and/or Other Terminations for the Report Month,1046,
NH,New Hampshire,202510,O,13640,,13797,,8164,,3630,,4534,,4800,State Held Some or All Procedural and/or Other Terminations for the Report Month,730,,4070,State Held Some or All Procedural and/or Other Terminations for the Report Month,833,
NH,New Hampshire,202511,O,12991,,13640,,6583,,1660,,4923,,5492,State Held Some or All Procedural and/or Other Terminations for the Report Month,622,,4870,State Held Some or All Procedural and/or Other Terminations for the Report Month,1565,
NJ,New Jersey,202303,O,,,,,,,,,,,,,,,,,,
NJ,New Jersey,202303,U,,,,,,,,,,,,,,,,,,
NJ,New Jersey,202304,O,160774,,,,,,,,,,,,,,,,,
NJ,New Jersey,202304,U,,,,,,,,,,,,,,,,,,
NJ,New Jersey,202305,O,171937,,,,,,,,,,,,,,,,,
NJ,New Jersey,202305,U,,,,,,,,,,,,,,,,,,
NJ,New Jersey,202306,O,167351,,162483,,54458,,18906,,35552,,10675,State Held Some or All Procedural and/or Other Terminations for the Report Month,7001,,3674,State Held Some or All Procedural and/or Other Terminations for the Report Month,97350,
NJ,New Jersey,202306,U,,,163899,,77488,,19631,,57857,,60520,,13524,,46996,,25891,
NJ,New Jersey,202307,O,166233,,173314,,53316,,27374,,25942,,9800,State Held Some or All Procedural and/or Other Terminations for the Report Month,7316,,2484,State Held Some or All Procedural and/or Other Terminations for the Report Month,110198,
NJ,New Jersey,202307,U,,,173301,,89164,,31086,,58078,,64392,,15862,,48530,,19745,
NJ,New Jersey,202308,O,170423,,166822,,46578,,25669,,20909,,8282,State Held Some or All Procedural and/or Other Terminations for the Report Month,6631,,1651,State Held Some or All Procedural and/or Other Terminations for the Report Month,111962,
NJ,New Jersey,202308,U,,,165927,,81149,,28950,,52199,,60168,,14892,,45276,,24610,
NJ,New Jersey,202309,O,156720,,166357,,40186,,25173,,15013,,7192,State Held Some or All Procedural and/or Other Terminations for the Report Month,5925,,1267,State Held Some or All Procedural and/or Other Terminations for the Report Month,118979,
NJ,New Jersey,202309,U,,,164480,,73700,,26953,,46747,,63626,,15998,,47628,,27154,
NJ,New Jersey,202310,O,157745,,169824,,41158,,26652,,14506,,7103,State Held Some or All Procedural and/or Other Terminations for the Report Month,6005,,1098,State Held Some or All Procedural and/or Other Terminations for the Report Month,121563,
NJ,New Jersey,202310,U,,,168173,,71352,,28688,,42664,,66238,,18250,,47988,,30583,
NJ,New Jersey,202311,O,159812,,154884,,39897,Data Undercount Renewals and Reflect These Outcomes in Another Metric in the Data Set,24645,Data Undercount Renewals and Reflect These Outcomes in Another Metric in the Data Set,15252,Data Undercount Renewals and Reflect These Outcomes in Another Metric in the Data Set,6930,State Held Some or All Procedural and/or Other Terminations for the Report Month,5882,,1048,State Held Some or All Procedural and/or Other Terminations for the Report Month,108057,
NJ,New Jersey,202311,U,,,154208,,67276,,26986,,40290,,56162,,13837,,42325,,30770,
NJ,New Jersey,202312,O,171501,,155904,,37988,,27724,,10264,,6183,State Held Some or All Procedural and/or Other Terminations for the Report Month,5374,,809,State Held Some or All Procedural and/or Other Terminations for the Report Month,111733,
NJ,New Jersey,202312,U,,,155269,,67782,,30118,,37664,,58102,,15127,,42975,,29385,
NJ,New Jersey,202401,O,172460,,155512,,41898,,27875,,14023,,7144,,6554,,590,,106470,
NJ,New Jersey,202401,U,,,155293,,66573,,29308,,37265,,56751,,18832,,37919,,31969,
NJ,New Jersey,202402,O,193523,,166615,,44320,,28939,,15381,,9092,,8042,,1050,,113203,
NJ,New Jersey,202402,U,,,166342,,70110,,30719,,39391,,57207,,16624,,40583,,39025,
NJ,New Jersey,202403,O,210628,,167500,,41697,,25248,,16449,,6938,State Held Some or All Procedural and/or Other Terminations for the Report Month,6435,,503,State Held Some or All Procedural and/or Other Terminations for the Report Month,118865,
NJ,New Jersey,202403,U,,,167247,,68173,,26646,,41527,,56498,,16450,,40048,,42576,
NJ,New Jersey,202404,O,138058,,189319,,51686,,35026,,16660,,7209,State Held Some or All Procedural and/or Other Terminations for the Report Month,6078,,1131,State Held Some or All Procedural and/or Other Terminations for the Report Month,130424,
NJ,New Jersey,202404,U,,,189092,,75230,,36201,,39029,,69620,,22152,,47468,,44242,
NJ,New Jersey,202405,O,93258,,207282,,56798,,48082,,8716,,5862,State Held Some or All Procedural and/or Other Terminations for the Report Month,5617,,245,State Held Some or All Procedural and/or Other Terminations for the Report Month,144622,
NJ,New Jersey,202405,U,,,206737,,87571,,53994,,33577,,72544,,15049,,57495,,46622,
NJ,New Jersey,202406,O,126718,,123935,,52245,,44410,,7835,,25046,,4393,,20653,,46644,
NJ,New Jersey,202406,U,,,123222,,64833,,45014,,19819,,33409,,8331,,25078,,24980,
NJ,New Jersey,202407,O,109488,,82461,,33031,,24585,,8446,,15995,,4365,,11630,,33435,
NJ,New Jersey,202407,U,,,82446,,42178,,25162,,17016,,19455,,5728,,13727,,20813,
NJ,New Jersey,202408,O,87047,,118061,,49907,,39061,,10846,,19639,,5123,,14516,,48515,
NJ,New Jersey,202408,U,,,117451,,67914,,39686,,28228,,26664,,8258,,18406,,22873,
NJ,New Jersey,202409,O,129327,,105313,,50040,,39159,,10881,,16594,,4282,,12312,,38679,
NJ,New Jersey,202409,U,,,95980,,55456,,30494,,24962,,22500,,6424,,16076,,18024,
NJ,New Jersey,202410,O,157260,,71577,,33069,,20512,,12557,,12699,,4089,,8610,,25809,
NJ,New Jersey,202410,U,,,71492,,44730,,21377,,23353,,15580,,5256,,10324,,11182,
NJ,New Jersey,202411,O,171764,,132102,,73498,,59227,,14271,,26002,,6931,,19071,,32602,
NJ,New Jersey,202411,U,,,132002,,89683,,60872,,28811,,31367,,9304,,22063,,10952,
NJ,New Jersey,202412,O,99571,,138991,,70855,,52984,,17871,,26915,,7901,,19014,,41221,
NJ,New Jersey,202412,U,,,138878,,92539,,54079,,38460,,34550,,11338,,23212,,11789,
NJ,New Jersey,202501,O,154280,,126902,,61452,,40882,,20570,,24363,,7249,,17114,,41087,
NJ,New Jersey,202501,U,,,126848,,83059,,41822,,41237,,31164,,10301,,20863,,12625,
NJ,New Jersey,202502,O,190436,,90229,,45605,,29919,,15686,,19511,,4894,,14617,,25113,
NJ,New Jersey,202502,U,,,90151,,58244,,30918,,27326,,23758,,6916,,16842,,8149,
NJ,New Jersey,202503,O,172032,,127671,,64101,,41756,,22345,,24549,,6324,,18225,,39021,
NJ,New Jersey,202503,U,,,127519,,82182,,43920,,38262,,31493,,9258,,22235,,13844,
NJ,New Jersey,202504,O,155249,,160556,,88398,,60415,,27983,,24720,,9370,,15350,,47438,
NJ,New Jersey,202504,U,,,160404,,107500,,61939,,45561,,38652,,14541,,24111,,14252,
NJ,New Jersey,202505,O,124340,,149685,,76296,,55103,,21193,,27671,,4875,,22796,,45718,
NJ,New Jersey,202505,U,,,149548,,88758,,57013,,31745,,38670,,10786,,27884,,22120,
NJ,New Jersey,202506,O,137996,,128399,,69102,,47237,,21865,,24419,,3458,,20961,,34878,
